"
Диспетчер Контакт-центра","ИТ-компания ведет набор диспетчеров в Контакт центр на один из крупных проектов Казахстана,"
"
Solidity smart contract developer","Solidity smart contract developer"
"
Mobile Developer (flutter)","Разработка приложения Egistic SuperAPP на flutter"
"
[В архиве] React Native разработчиков (middle)","Ищем React Native разработчиков  на full-time в команду"
"
[В архиве] Full-stack Middle-разработчик","Ищем Full-stack разработчика на full-time в команду. Laravel + vue. DLS-стартап, делаем «цифровую библиотечную систему» будущего, создавая автоматизированую биб"
"
[В архиве] Менеджер по продажам","Менеджер по продажам"
"
[В архиве] Старший менеджер офиса поддержки участников","Дорогие соискатели, просим внимательно изучить job description и откликаться только в том случае, если вы уверены, что ваше резюме соответствует нашему запросу"
"
[В архиве] Руководитель онлайн школы","Образовательная школа ""Академия Маркетплейсов"" лидер на рынке образования в направлении Маркетплейсов в поиске Руководителя онлайн школы"
"
[В архиве] Главный менеджер офиса международных отношений","Дорогие соискатели, просим внимательно изучить job description и откликаться только в том случае, если вы уверены, что ваше резюме соответствует нашему запросу"
"
[В архиве] Developer mentor Angular React","В Компьютерную Академию Шаг требуется на удаленный режим работы с 19:00-22:00  4 дня в неделю (пн-чт) Преподаватель по дисциплине React Angular"
"
[В архиве] Developer mentor Html css javascript","В Компьютерную Академию Шаг требуется на оффлайн режим работы в г.Атырау
с 19:00-22:00, 3 дня в неделю Преподаватель по html css javascript"
"
[В архиве] Chief customer support officer","Вакансия: Chief customer support officer
Компания: Интеллектуальные динамические системы, амбициозная ИТ-компания с отлаженными рабочими процессами и современны"
"
[В архиве] Senior back-end developer","Разработка программного продукта для пгросектора"
"
[В архиве] Middle / Senior Java Engineer","У нас открыто много вакансий на различные направления нашего флагманского продукта - REDCapCloud."
"
[В архиве] Разработчик (Bitrix, 1С)","В компанию «Orient Solutions» требуется на постоянную основу разработчик со знанием 1С, PHP (Bitrix)"
"
[В архиве] Product manager","Cvety.kz - это платформа, где с одной стороны партнёры-магазины размещают свои товары, с другой клиенты приходят и делают удобно покупки. В нашу супер команду н"
"
[В архиве] SEO-специалист","SEO-специалист"
"
[В архиве] Маркетолог","Маркетолог"
"
[В архиве] Middle+ Node.js разработчик","Middle+ Node.js разработчик"
"
[В архиве] Senior Frontend-разработчик (Team Lead)","Требуется Senior Frontend-разработчик (Team Lead) в команду для разработки программных продуктов в сфере медицины с применением ML."
"
[В архиве] Ed-Tech Project Manager","Ed-tech Project Manager со знанием английского языка, работа в GMT+3 зоне.

Компания: https://www.careerist.com/

Careerist — американский EdTech-стартап с венчурным капиталом. Клиенты — резиденты США. Помогаем стартануть в IT всего за пару месяцев обучения. Обучили порядка двух тысяч студентов и довольно много вывели на работу."
"
[В архиве] Full-stack Middle-разработчик","ищем фулстека на фултайм в команду. laravel + golang + vue. web3-стартап, делаем «программируемые деньги», систему процессинга и биллинга нового поколения"
"
[В архиве] Full Stack Developer / Back End Developer","We are looking for a Full Stack Developer / Back End Developer
Required work experience: 1-3 years
Full-time, remote work"
"
[В архиве] Product Manager","В стартап CodiPlay требуется Product Manager с опытом.

CodiPlay - мобильное приложение для обучения программированию на основе STEAM и Maker Education."
"
[В архиве] Python engineer","Поддержка и доработка Apache SuperSet под нужды продукта."
"
[В архиве] Project Manager","Основной деятельностью компании является импорт и адаптация Высокотехнологичных решений и современного оборудования в ключевых секторах экономики Казахстана."
"
[В архиве] Проектный менеджер, Teamlead","Astana Hub для реализации работы проектного офиса объявляет поиск Проектного менеджера, Teamlead"
"
[В архиве] Бизнес-аналитик","Astana Hub для реализации работы проектного офиса объявляет поиск бизнес-аналитика."
"
[В архиве] Инженер-программист встраиваемых систем","Инженер-программист встраиваемых систем"
"
[В архиве] Инженер-конструктор по электронике","Инженер-конструктор по электронике"
"
[В архиве] Инженер-технолог цеха электроники","Инженер-технолог цеха электроники"
"
[В архиве] Требуется Интегратор CRM систем","Интегратор Битрикс24, Planfix, AmoCRM и тп."
"
[В архиве] Golang Разработчик","Go разработчик, со знанием Kubernetes, Docker, CI,CD 
Контактные номер: +7 7010828730; +7 7019881090"
"
[В архиве] Старший менеджер офиса поддержки участников","Astana Hub - крупнейший международный технопарк IT-стартапов в Центральной Азии. Здесь создаются условия для свободного развития казахстанских и зарубежных технологических компаний и стартапов."
"
[В архиве] Эксперт по геймификации","Astana Hub для реализации работ по информационной системе объявляет поиск эксперта по геймификации."
"
[В архиве] Flutter Разработчик","Ищем на фулл тайм опытного Flutter разработчика"
"
[В архиве] Middle Python Developer","Middle Python Developer - Fullstack developer."
"
[В архиве] разработчик моб.приложений /android и ios","Ищу разработчика моб.приложений, нужно создать моб.приложение мед услуг. Условия сотрудничества обговорим при встрече."
"
[В архиве] Middle Frontend разработчик","Требуется Middle Frontend разработчик"
"
[В архиве] Middle Backend разработчик","Требуется Middle Backend разработчик"
"
[В архиве] IT Аналитик","В команду требуется IT аналитик"
"
[В архиве] Разработчик Java Middle","UNION SERVICE COMPANY являеться часть группы компании ""NEO"" - работающая в сфере: разработки, доставки еды, автоматизации бизнес-процессов. UNION SERVICE COMPANY — на рынке с 2020 года. За свое короткое время разработала более 4-х мобильных приложений, 5-ти информационных систем и активно занимается разработкой собственного мобильного приложения, супер-апп"
"
[В архиве] Frontend специалист Middle +","UNION SERVICE COMPANY являеться часть группы компании ""NEO"" - работающая в сфере: разработки, доставки еды, автоматизации бизнес-процессов. UNION SERVICE COMPANY — на рынке с 2020 года. За свое короткое время разработала более 4-х мобильных приложений, 5-ти информационных систем и активно занимается разработкой собственного мобильного приложения, супер-апп."
"
[В архиве] Android разработчик — Senior","UNION SERVICE COMPANY являеться часть группы компании ""NEO"" - работающая в сфере: разработки, доставки еды, автоматизации бизнес-процессов. UNION SERVICE COMPANY — на рынке с 2020 года. За свое короткое время разработала более 4-х мобильных приложений, 5-ти информационных систем и активно занимается разработкой собственного мобильного приложения, супер-апп"
"
[В архиве] IOS Senior","UNION SERVICE COMPANY являеться часть группы компании ""NEO"" - работающая в сфере: разработки, доставки еды, автоматизации бизнес-процессов. UNION SERVICE COMPANY — на рынке с 2020 года. За свое короткое время разработала более 4-х мобильных приложений, 5-ти информационных систем и активно занимается разработкой собственного мобильного приложения, супер-апп."
"
[В архиве] IOS Middle разработчик","UNION SERVICE COMPANY являеться часть группы компании ""NEO"" - работающая в сфере: разработки, доставки еды, автоматизации бизнес-процессов. UNION SERVICE COMPANY — на рынке с 2020 года. За свое короткое время разработала более 4-х мобильных приложений, 5-ти информационных систем и активно занимается разработкой собственного мобильного приложения, супер-апп"
"
[В архиве] Менеджер по продажам","Требуемый опыт работы: не требуется
Полная занятость, полный день"
"
[В архиве] Backend разработчик PHP","Crocos рад обьявить набор специалистов на должность Backend разработчика PHP"
"
[В архиве] Full stack разработчик","Компания Crocos в поисках специалистов на позицию Fullstack разработчика"
"
[В архиве] HR менеджер (IT рекрутер)","В компанию Crocos нужен специалист по развитию компании и набора профессионалов"
"
[В архиве] Frontend-разработчик","Мы ищем Frontend разработчика в компанию Crocos"
"
[В архиве] IT Проект-менеджер","В компанию Crocos необходим IT проект-менеджер"
"
[В архиве] Программист PHP","Разработка и техподдержка проектов"
"
[В архиве] Аналитик","Ищем опытного аналитика на проекты внедрения IT-систем автоматизированного взаимодействия ""человек-машина"" посредством голосовых и текстовых каналов связи. Необходим опыт работы в IT, в сфере бизнес-анализа, тестирования и внедрения программных продуктов/решений. Приветствуются знания в области принципов построения контакт-центров, баз данных, Ai, нейронных сетей."
"
[В архиве] BizDev менеджер","Для начинающей StartUp компанию нужен BizDev менеджер."
"
[В архиве] Team Lead","Требуемый опыт работы: 3–6 лет
Полная занятость, полный день"
"
[В архиве] Product Manager","Для начинающего startup нужен менеджер продукта."
"
[В архиве] Менеджер отдела технической поддержки (Help Desk)","Ищем менеджера технической поддержки в нашу дружную команду !
Привет !
-Хочешь работать и зарабатывать в одном из самых крутых IT компании ? Развиваться и получить колоссальный опыт ?
-То тебе к нам !
Мы тебя всему обучим !
Чем мы занимаемся?
Мы создали СРМ систему для стоматологий на рынке СНГ .
Которая помогает уже более 278 компаниям! (Казахстан, Россия , Киргизия)
Ищем крутых ребят, которые добьются результатов!"
"
[В архиве] Верстальщик в cvety.kz","Здравствуйте! делаем цветочный маркетплейсы cvety.kz, работы много, не хватает свободных рук, нужен верстальщик, который будет писать красивый код и поддерживать сайт. После 8 го марта планируем весь фронт переписать."
"
[В архиве] Региональный куратор","Astana Hub при поддержке ЮНИСЕФ Казахстан объявляет поиск регионального куратора. Позиция предполагает обеспечение необходимого количества учителей для прохождения ими  онлайн-курса по инклюзивному смешанному обучению."
"
[В архиве] Координатор тренеров","Astana Hub при поддержке ЮНИСЕФ Казахстан объявляет поиск координатора тренеров. Позиция предполагает координирование и контроль тренеров, обучающих учителей начальных и средних школ Республики Казахстан из 11 регионов онлайн-курсу по инклюзивному смешанному обучению."
"
[В архиве] Senior Node.js-разработчик (Team Lead)","Требуется Senior Node.js-разработчик (Team Lead) в команду для разработки программных продуктов в сфере медицины с применением ML"
"
[В архиве] Motion designer",""
"
[В архиве] Frontend-разработчик",""
"
[В архиве] Backend-разработчик",""
"
[В архиве] Педагогический дизайнер/Instructional designer",""
"
[В архиве] Mobile Developer (flutter)",""
"
[В архиве] UX Designer",""
"
[В архиве] Frontend-разработчик (Middle)",""
"
[В архиве] Front End Middle Dev (Vue js)",""
"
[В архиве] Инженер по системам ИТ и коммуникаций",""
"
[В архиве] Стажер в отдел продаж",""
"
[В архиве] Менеджер по продажам",""
"
[В архиве]Менеджер по проектам/ Project manager в области IT",""
"
[В архиве] Инженер -программист в среде Linux/QNX",""
"
[В архиве] Инженер-технолог цеха металлообработки",""
"
[В архиве] Frontend разработчик",""
"
[В архиве] Руководитель отдела разработки /Team Lead",""
"
[В архиве] Руководитель отдела разработки /Team Lead",""
"
[В архиве] Front-end разработчик",""
"
[В архиве] Системный аналитик",""
"
[В архиве] Менеджер по работе с клиентами",""
"
[В архиве] Java back end Developer middle",""
"
[В архиве] Разработчик 1С",""
"
[В архиве] Lead developer / CTO",""
"
[В архиве] Услуги контент-менеджера",""
"
[В архиве] backend и frontend разработчики",""
"
[В архиве] Проектный менеджер",""
"
[В архиве] программист 1с",""
"
[В архиве] PHP разработчик",""
"
[В архиве] Middle PHP backend-разработчик",""
"
[В архиве] Junior consultant",""
"
[В архиве] DevOps Engineer at Mantheos",""
"
[В архиве] Back End Developer / R&D Engineer",""
"
[В архиве] Front End React Developer",""
"
[В архиве] Python Developer",""
"
[В архиве] Front-end разработчик (middle)",""
"
[В архиве] IOS-разработчик (ко-фаундер) в стартап",""
"
[В архиве] Android-разработчик (ко-фаундер) в стартап",""
"
[В архиве] Full Stack Разработчик (.NET Core)",""
"
[В архиве] RF инженер",""
"
[В архиве] Разработчик по Flight Dynamics/Backend Developer",""
"
[В архиве] Инженер по наземному сегменту",""
"
[В архиве] Инженер-программист ПЛИС",""
"
[В архиве] UI/UX/  Web Дизайнер",""
"
[В архиве] UI / UX / Web Дизайнер",""
"
[В архиве] Системный администратор",""
"
[В архиве] Разработчик (Web программист (PHP))",""
"
[В архиве] Администратор серверов",""
"
[В архиве] Senior ReactJS Developer",""
"
[В архиве] Golang бэкенд-разработчик / СТО",""
"
[В архиве] ТОО ""MiliCom""",""
"
[В архиве] React фронтенд-разработчик",""
"
[В архиве] Senior Android Developer",""
"
[В архиве] менеджер по продажам",""
"
[В архиве] Проектный менеджер в сфере IT",""
"
[В архиве] Практикант- маркетолог",""
"
[В архиве] Node.js Developer",""
"
[В архиве] SMM-менеджер",""
"
[В архиве] Менеджер по работе с клиентами",""
"
[В архиве] Менеджер по ТБ и ОТ",""
"
[В архиве] Middle Golang разработчик",""
"
[В архиве] Middle Flutter разработчик",""
"
[В архиве] МЕНЕДЖЕР ПО ПРОДАЖАМ",""
"
[В архиве] PHP - разработчик",""
"
[В архиве] Стажер",""
"
[В архиве] Ассистент руководителя",""
"
[В архиве] Маркетолог / PR / Джедай",""
"
[В архиве] Менеджер IT проектов",""
"
[В архиве] Тренер для обучения учителей",""
"
[В архиве] Ux аналитик",""
"
[В архиве] Специалист по настройке CRM",""
"
[В архиве] Python Team Lead",""
"
[В архиве] Middle Frontend разработчик",""
"
[В архиве] Middle Backend разработчик",""
"
[В архиве] ТОО ""QMIND""",""
"
[В архиве] Middle/Senior Front-end разработчик (Vue/React)",""
"
[В архиве] Разработчик iOS",""
"
[В архиве] Middle/Senior Android-разработчик",""
"
[В архиве] 3D-моделлер/аниматор (интерактивные проекты)",""
"
[В архиве] С# - разработчик  (middle, senior)",""
"
[В архиве] Java developer/ Java разработчик (middle, senior)",""
"
[В архиве] Аналитик",""
"
[В архиве] Senior Backend разработчик Python / Django",""
"
[В архиве] Требуется PHP Wеб-разработчик (Full stack)",""
"
[В архиве] Unity 3D Developers",""
"
[В архиве] PHP Middle разработчик",""
"
[В архиве] Full-stack Web Developer",""
"
[В архиве] Ios разработчик middle",""
